word,tags,ipa
srathnú,Ulster,"ˈsˠɾˠʌhnˠu, ˈsˠɾˠʌhn̪ˠu, ˈʂ(ɽ)ʌhnˠu, ˈʂ(ɽ)ʌhn̪ˠu"
dúnadh,Ulster,ˈd̪ˠuːnˠu
damáiste,Munster,d̪ˠəˈmˠɑːʃtʲə
dílse,Mayo; Ulster; Munster,ˈdʲiːʃl̠ʲə
Bh,,"vʲ, w"
ubh,Aran,ɔvˠ
is éigean,,ˈʃeːɟənˠ
daoibh,Aran,dʲiːbʲ
ceannaím,Connacht,ˈcan̪ˠiːmʲ
easpa,Munster,"ˈasˠpˠə, ˈɑsˠpˠə"
tuirne,,ˈt̪ˠuːɾˠn̠ʲə
siúd,,ʃuːd̪ˠ
cat,Aran,kɔt̪ˠ
tóga,Munster; Connacht,ˈt̪ˠoːɡə
acsón,Munster,akˈsˠoːn̪ˠ
beireadh,Galway; Munster,ˈbʲɛɾʲəx
innseann,Munster,ˈiːnʲʃən̪ˠ
strainséara,Cois-Fharraige,ˈsˠt̪ˠɾˠæːnʲʃeːɾˠə
gealtacht,Ulster,ˈɟal̪ˠt̪ˠaxt̪ˠ
saoil,Ulster; Connacht,sˠiːlʲ
ocht,Connacht,ɔxt̪ˠ
séad,Ulster; Connacht,ʃeːd̪ˠ
srath,,sˠɾˠa(h)
bainim,Munster,ˈbˠɪnʲəmʲ
díbhse,,ˈdʲiːvʲʃə
bearna,Aran,ˈbʲaːɾˠn̪ˠə
fuadach,Munster; Connacht,ˈfˠuəd̪ˠəx
teastas,,ˈtʲasˠt̪ˠəsˠ
sop,Ulster,sˠapˠ
-ímid,,iːmʲədʲ
tláith,Connacht,t̪ˠlˠɑː
coisreac,Ulster,ˈkɔʃɾʲək
sínigh,Ulster,ˈʃiːnʲi
clogaide,Munster; Connacht,ˈklˠɔɡədʲə
coirce,Munster,"ˈkɞɾʲcɪ, ˈkɪɾʲcɪ"
ceird,Mayo; Connacht,ceɾˠdʲ ~ coɾˠdʲ
leiceann,,ˈl̠ʲɛcən̪ˠ
caorán,Ulster,"-ɾˠan̪ˠ, ˈkeːɾˠanˠ, ˈkiːfˠɾˠanˠ, ˈkɤːɾˠanˠ, ˈkɯːɾˠanˠ"
cinneadh,Galway; Kerry,ˈcɪn̠ʲəx
cearr,Munster; Connacht,cɑːɾˠ
tiocfaidh,Ulster,"ˈtʲɨki, ˈtʲɨkə"
-ódh,Ulster,"ɔːhu, ɔːhətʲ"
Ciribeas,,ˈkɪɾʲəˌbas
abhaile,Connacht,əˈwalʲə
coguas,Munster,kəˈɡuəsˠ
naomh,Connacht,n̪ˠiːvˠ
Pilib,,ˈpʲɪlʲəbʲ
tithe,,ˈtʲɪhɪ
arán,Ulster,ˈaɾˠanˠ
bámhar,Connacht,ˈbˠɑːwəɾˠ
cnoic,Aran,knˠic
shá,Munster; Connacht,hɑː
Laighin,,l̪ˠəinʲ
cnaipe,Munster,ˈkn̪ˠapʲə
aill,Munster,ɑilʲ
Rinn,Cois-Fharraige,ɾˠiːn̠ʲ
comhionann,Cois-Fharraige; Connacht,ˈkuːˈaːn̪ˠən̪ˠ
comhrá,Connacht,ˈkoːɾˠɑː
coiteann,Ulster,ˈkʌtʲən̪ˠ
cearnóige,Connacht,ˈcɑːɾˠn̪ˠoːɟə
tabhaigh,Munster,ˈt̪ˠauɪɟ
liobairne,Ulster,ˈl̪ˠʌbˠəɾˠn̠ʲə
earráideach,Munster,aˈɾˠaːdʲəx
i ngeall ar,Mayo; Connacht,əˈɲal̪ˠ ɛɾʲ
na,,n̪ˠə
uireasa,,ˈɪɾʲəsˠə
maoineach,Munster; Connacht,"ˈmˠiːnʲəx, ˈmˠĩːnʲəx"
Chill Mhantáin,Munster,ˌçiːlʲ vˠɑn̪ˠˈt̪ˠɑːnʲ
altadh,Galway; Ulster; Mayo,ˈal̪ˠt̪ˠətʲ
dánlann,Ulster,ˈd̪ˠæːn̪ˠl̪ˠən̪ˠ
creidte,Ulster,"ˈcɾʲɛtʲə, ˈcɾʲɪtʲə"
baladh,Aran; Connemara,ˈbˠɑlˠ(h)ə
fágáil,Ulster,"ˈfˠaːɡælʲ, ˈfˠaːɡæl̠ʲtʲ"
deinimíd,Munster,dʲɪnʲəˈmʲiːdʲ
gaofar,Munster,ˈɡeːfˠəɾˠ
