,word,tags,ipa,results
6678,uimhreacha,,ˈɪvʲɾʲəxə,uimhreacha
6684,uirlis,,ˈuːɾˠl̠ʲəʃ,ɪɾʲl̪iʃ
6686,uisce,,"ˈiʃcə, ˈiʃcɪ",ɪʃci
6690,ultach,Connacht,ˈul̪ˠt̪ˠəx,ʊl̪t̪ʊ̽x
6691,um,,ʊmˠ,uːmˠ
6693,umhal,Connacht,"uːlˠ, uːl̪ˠ",əuəl̪
6694,umhlú,Connacht,ˈuːlˠuː,əuəl̪ə
6698,urchóid,Connacht,ˈɔɾˠəxoːdʲ,ʊɾˠxidʲ
6701,urla,Connacht,ˈuːɾˠl̪ˠə,ʊɾˠl̪ʊ̽
6702,urlár,Connacht,ˈauɾˠl̪ˠɑːɾˠ,ʊɾˠl̪ʊ̽ɾˠ
6703,urnaí,Connacht,ˈuːɾˠn̪ˠiː,ʊɾˠn̪ʊ̽
6708,uí,,iː,ɪ
6709,uíbh,,iːvʲ,uiː
6712,vác,Connacht,wɑːk,vak
6715,vóta,Connacht,ˈwoːt̪ˠə,vʊt̪ʊ̽
6717,yé,,jeː,yɛ
6721,Áiréilias,Connacht,ˈɑːrʲeːlʲiəsˠ,aiɾʲəl̪əsˠ
6722,Árainn,,ˈɑːɾˠən̠ʲ,aɾˠən̠ʲ
6724,Éabha,Ulster; Connacht,ˈeːwə,əuəə
6726,Éadbhard,Ulster; Connacht,ˈeːd̪ˠwəɾˠd̪ˠ,advˠəɾˠd̪
6727,Éamann,,ˈeːmˠən̪ˠ,amˠən̪ˠ
6728,Éigipt,,ˈeːɟɪpʲtʲ,ɛɟipʲt̪
6729,Éire,,ˈeːɾʲə,ɛɾʲi
6730,Éireann,Munster; Connacht,ˈeːɾʲən̪ˠ,ɛɾʲən̪ˠ
6731,Éireannach,Munster; Connacht,ˈeːɾʲən̪ˠəx,ɛɾʲən̪ˠəx
6734,Í,,iː,ɪ
6735,Íosa,,ˈiːsˠə,ɪsˠə
6736,Íosa Críost,,ˌiːsˠə ˈcɾʲiːsˠt̪ˠ,ɪsˠə kɾʲɪsˠt̪
6737,Íosánach,Connacht,ˈiːsˠɑːnˠəx,ɪsˠən̪əx
6738,Ó,Munster; Connacht,oː,ʊ
6739,Ó Briain,,oː ˈbʲɾʲiənʲ,ʊ bɾʲiəən̪
6740,Ó Broin,,oːˈbˠɾˠinʲ,ʊ bˠɾˠɔn̪
6741,Ó Cathain,,oː ˈkahənʲ,ʊ kahən̪
6742,Ó Cathasaigh,,ˈkahəsˠiː,ʊ kahəsˠə
6743,Úna,,ˈuːnˠə,ʊn̪ʊ̽
6745,ábalta,Munster; Connacht,ˈɑːbˠəl̪ˠt̪ˠə,abˠəl̪t̪ə
6746,ábaltacht,Munster; Connacht,ˈɑːbˠəl̪ˠt̪ˠəxt̪ˠ,abˠəl̪t̪əxt̪
6747,ábhal,Connacht,"ˈɑːwəlˠ, ˈɑːwəl̪ˠ",əuəəl̪
6748,ábhar,Connacht,ˈɑːwəɾˠ,əuəəɾˠ
6750,áibhirseoir,,ˈɑːɾɕoːɾʲ,aivʲiɾʲʃoːɾˠ
6751,áiféis,Connacht,ˈɑːfʲeːʃ,aifʲiʃ
6752,áil,Munster; Connacht,ɑːlʲ,ail̪
6753,áille,Munster; Connacht,ˈɑːl̠ʲə,ail̠ʲə
6754,áilleacht,,ˈɑːlʲəxt,ail̠ʲəxt̪
6755,áilteoir,,,ailtʲoːɾʲ
6759,áirigh,Connacht,ˈɑːɾʲiː,aiɾʲiç
6760,áirím,Mayo; Aran; Connacht,ˈɑːɾʲiːmʲ,aiɾʲimʲ
6764,áiteanna,,ˈɑːtʲən̪ˠə,aitʲən̪ˠə
6766,áitigh,Connacht,"ˈɑːtʲiː, ˈɑːtʲə",aitʲiç
6768,áitithe,Munster; Connacht,ˈɑːtʲɪhə,aitʲiçi
6769,áitiú,Connacht,ˈɑːtʲuː,aitʲiə
6772,áitíonn,Connacht,ˈɑːtʲiːn̪ˠ,aitʲən̪ˠ
6774,ál,Munster; Connacht,ɑːl̪ˠ,al̪
6773,ál,Connacht,ɑːlˠ,al̪
6775,án,Connacht,ˈɑːnˠ,an̪
6776,ár,Connacht,"ə, əɾˠ",ɑːɾˠ
6778,ára,,ˈɑːɾˠə,aɾˠə
6779,áras,Munster; Connacht,ˈɑːɾˠəsˠ,aɾˠəsˠ
6781,árasán,Connacht,ˈɑːɾˠəsˠɑːnˠ,aɾˠəsˠən̪
6782,ásc,Munster; Connacht,ɑːsˠk,ask
6785,áthas,Munster; Connacht,ˈɑːhəsˠ,ahəsˠ
6786,é,,"eː, jeː, ə",ɛ
6787,éabhlóideach,Connacht,ˈeːvˠlˠoːdʲəx,əuəl̪əd̪əx
6788,éad,Ulster; Connacht,eːd̪ˠ,ad̪
6789,éadach,Connacht,ˈeːd̪ˠəx,ad̪əx
6790,éadaigh,Connacht,"ˈeːd̪ˠiː, ˈeːd̪ˠə",ad̪ə
6791,éadan,,"ˈeːd̪ˠənˠ, ˈeːd̪ˠən̪ˠ",ad̪ən̪
6792,éadaí,Connacht,"ˈeːd̪ˠiə, ˈeːd̪ˠiː, ˈeːd̪ˠə",ad̪ə
6793,éadroime,Ulster; Connacht,ˈeːd̪ˠɾˠəmʲə,ad̪ɾˠimʲi
6794,éadrom,Ulster; Connacht,ˈeːd̪ˠɾˠəmˠ,ad̪ɾˠəmˠ
6795,éadroma,Ulster; Connacht,ˈeːd̪ˠɾˠəmˠə,ad̪ɾˠəmˠə
6796,éadrócaireach,Connacht,eːˈd̪ˠɾˠoːkəɾʲəx,ad̪ɾˠəkiɾʲəx
6797,éadtualaing,,ˈeːd̪ˠɔlən,ad̪əl̪əŋ
6798,éadáil,Connacht,ˈeːd̪ˠɑːlʲ,ad̪əl̪
6800,éadóchas,Connacht,ˈeːd̪ˠoːxːəsˠ,ad̪əxəsˠ
6802,éag,Ulster; Connacht,"eːɡ, ɛə̯ɡ",ag
6804,éagrábhadh,Connacht,ˈeːkɾˠɑːvˠ,agɾˠəəə
6805,éaló,Connacht,"ˈeːlˠoː, ˈeːl̪ˠoː",al̪ə
6807,éan,Ulster; Connacht,"eːnˠ, eːn̪ˠ",an̪
6808,éanacha,,ˈeːn̪ˠəxiː,an̪əxə
6809,éar,,eːɾˠ,ɑːɾˠ
6810,éasc,Ulster; Connacht,eːsk,ask
6811,éasca,Ulster; Munster; Cork; Connacht,ˈeːsˠkə,asˠkə
6812,éastras,,ˈeːsˠt̪ˠɾˠəsˠ,asˠt̪ɾˠəsˠ
6813,éiceolaí,Connacht,"ˈeːcoːlˠiː, ˈeːcoːl̪ˠiː",ɛcoːl̪ə
6814,éiclips,,ˈeːclʲɪpˠsˠ,ɛcl̪ipʲsˠ
6817,éigean,,"ˈeːɟənˠ, ˈeːɟən̪ˠ",ɛɟən̪
6818,éigiall,,ˈeːɟiəl̪ˠ,ɛɟəl̪ˠ
6819,éigint,,ˈeːɟɪn̠ʲtʲ,ɛɟən̪t̪
6820,éigéille,,ˈeːɟeːl̠ʲə,ɛɟəl̠ʲə
6821,éileamh,Connacht,ˈeːlʲuː,ɛl̪əə
6825,éilítear,Connacht,ˈeːlʲiːɾʲ,ɛl̪itʲəɾˠ
6826,éin,,eːnʲ,ɛn̪
6827,éineacht,,ʲeːnʲəxt̪ˠ,ɛn̪əxt̪
6828,éinne,,ˈeːnʲə,ɛn̠ʲə
6829,éireoidh,Connacht,ˈəiɾʲoː,ɪɾʲoː
6835,éiríonn,Connacht,ˈəiɾʲiːn̪ˠ,ɛɾʲən̪ˠ
6836,éis,,eːʃ,ɛʃ
6837,éisc,,eːʃc,ɛʃk
6839,éisteacht,Munster; Connacht,ˈeːʃtʲəxt̪ˠ,ɛʃtʲəxt̪
6840,éistim,Munster; Connacht,ˈeːʃtʲəmʲ,ɛʃtʲimʲ
6841,í,,iː,ɪ
6842,íobairt,,ˈiːbˠəɾˠtʲ,ɪbˠiɾʲt̪
6843,íoc,,"iək, iːk",ɪk
6846,íocfad,,ˈiːkəd̪ˠ,ɪkfˠəd̪
6847,íocfaidh,,ˈiːkə,ɪkfˠə
6848,íochtar,,"ˈiəxt̪ˠəɾˠ, ˈiːxt̪ˠəɾˠ",ɪxt̪əɾˠ
6849,íoglú,,ˈiː.ɡl̪ˠuː,ɪgl̪ə
6850,íosfad,,ˈiːsˠəd̪ˠ,ɪsˠfˠəd̪
6851,íosfaidh,,"ˈiːsˠiː, ˈiːsˠə, ˈiːsˠɪɟ",ɪsˠfˠə
6853,íoth,,iː,ɪ
6854,íseal,,"ˈiːʃəlˠ, ˈiːʃəl̪ˠ",ɪʃəl̪
6855,ísle,Ulster; Connacht,ˈiːʃl̠ʲə,ɪʃl̪ə
6856,ó,Munster; Connacht,oː,ʊ
6857,ó dheas,,"oːˈjasˠ, oːˈjæsˠ",ʊ jasˠ
6858,ó shin,,oː ˈhɪnʲ,ʊ çɪn̪
6859,óbó,,ˈoːbˠoː,ʊbˠʊ̽
6860,ócairín,Connacht,ˈoːkəɾʲiːnʲ,ʊkiɾʲʊ̽n̪
6862,ód,,oːd̪ˠ,ʊd̪
6863,óg,Munster; Connacht,oːɡ,ʊg
6865,ógfhear,,ˈoːɡˌaɾˠ,ʊgʊ̽ɾˠ
6866,ógh,,oː,ə
6867,ógánach,Connacht,ˈoːɡɑːnˠəx,ʊgʊ̽n̪ʊ̽x
6868,óige,Munster; Connacht,ˈoːɟɪ,ɛɟi
6871,óir,Munster; Connacht,oːɾʲ,əiɾʲ
6872,ól,Connacht,oːlˠ,ʊl̪
6873,ól,Munster; Connacht,oːl̪ˠ,ʊl̪
6874,ólaimid,Connacht,ˈoːlˠəmʲədʲ,ʊl̪ʊ̽mʲədʲ
6877,óltar,Munster; Connacht,ˈoːl̪ˠt̪ˠəɾˠ,ʊl̪t̪ʊ̽ɾˠ
6879,ómra,,ˈoːmˠɾˠə,ʊmˠɾˠʊ̽
6880,ómrach,,ˈuːmˠɾˠəx,ʊmˠɾˠʊ̽x
6881,ón,,oːnˠ,ʊn̪
6882,ónar,,ˈoːnˠəɾˠ,ʊn̪ʊ̽ɾˠ
6883,ónarb,,ˈoːnˠəɾˠbˠ,ʊn̪ʊ̽ɾˠbˠ
6885,ópalach,Connacht,ˈoːpˠəlˠəx,ʊpˠʊ̽l̪ʊ̽x
6886,ór,Munster; Connacht,oːɾˠ,ɔɾˠ
6887,órga,Munster; Connacht,ˈoːɾˠɡə,ʊɾˠəgʊ̽
6888,órthóraíocht,,oːɾˠˈhoːɾˠiːəxt̪ˠ,ʊɾˠhʊ̽ɾˠʊ̽ʊ̽xt̪
6889,ós,Munster; Connacht,"oːsˠ, oːʃ",ʊsˠ
6890,ósta,Munster; Connacht,ˈoːsˠt̪ˠə,ʊsˠt̪ʊ̽
6893,ót,,oːt̪ˠ,ʊt̪
6895,údar,,ˈuːd̪ˠəɾˠ,ɛdʲəɾˠ
6896,údarás,Munster; Connacht,ˈuːd̪ˠəɾˠɑːsˠ,ɛdʲəɾˠəsˠ
6897,úim,,uːmʲ,iːmʲ
6898,úinéara,Connacht,ˈuːnʲeːɾˠə,ɪn̪əɾˠə
6899,úir,,uːɾʲ,əiɾʲ
6901,úlla,,ˈuːl̪ˠə,ʊl̪ˠʊ̽
6902,úr,,uːɾˠ,ɔɾˠ
6904,úrú,,ˈuːɾˠuː,ʊɾˠʊ̽
6906,úsáid,Connacht,ˈuːsˠɑːdʲ,ʊsˠidʲ
6907,úsáideach,Connacht,ˈuːsˠɑːdʲəx,ʊsˠidʲʊ̽x
6908,úsáideoir,Connacht,ˈuːsˠɑːdʲoːɾʲ,ʊsˠidʲoːɾʲ
6909,úsáideoirí,Connacht,ˈuːsˠɑːdʲoːɾʲiː,ʊsˠidʲoːɾʲi
6910,úth,,uː,ʊ
