bhlas	vˠlˠasˠ
haoire	ˈhiːɾʲə
bogach	ˈbˠɔɡəx
aiseag	ˈaʃəɡ
gréin	ɟɾʲeːnʲ
urghabh	ˈʊɾˠɣəu
i gceist	əˈɟɛʃtʲ
lean	lʲan̪ˠ
Iarmhí	ˈiəɾʲvʲiː
deisceabal	ˈdʲɛʃcəbˠəlˠ
tráthanna	ˈt̪ˠɾˠɑːhən̪ˠə
críoch	cɾʲiː
gean	ɟan̪ˠ
labhair	ˈlˠəuəɾʲ
mainistreach	ˈmˠanʲəʃtʲɾʲəx
shnua	hn̪ˠuə
freagra	ˈfʲɾʲaɡɾˠə
fhéar	eːɾˠ
cobra	ˈkɔbˠɾˠə
codanna	ˈkɔd̪ˠən̪ˠə
eitim	ˈɛtʲəmʲ
Sheáin	ˈheɑːnʲ
mhóir	ˈwóɾʲ
Fianna Fáil	ˌfʲiən̪ˠə ˈfˠɑːlʲ
éadrom	ˈeːd̪ˠɾˠəmˠ
chaogad	ˈxiːɡəd̪ˠ
béic	bʲeːc
thóir	ˈhóɾʲ
fágann	ˈfˠɑːɡən̪ˠ
consan	ˈkɔn̪ˠsˠən̪ˠ
Fionnabhair	ˈfʲiən̪ˠəuəɾʲ
bhris	vʲɾʲɪʃ
deireann	ˈdʲɛɾʲən̪ˠ
-san	-sˠan̪ˠ
dréim	dʲɾʲeːmʲ
críonna	ˈcɾʲiːnʲə
faillí	ˈfˠalˠiː
glacann	ˈɡlˠakən̪ˠ
ómrach	ˈoːmˠɾˠəx
ghráin	ɾˠɑːnʲ
nach	n̪ˠax
bhairéad	ˈwaɾʲeːd̪ˠ
sceitimíní	ˈʃcɛtʲəmʲiːnʲiː
shlíoc	hlʲiːc
chóir	ˈxóɾʲ
ndearna	ˈnʲaɾˠn̪ˠə
seordán	ˈʃoːɾˠəd̪ˠɑːnˠ
habhann	ˈhəuən̪ˠ
inne	ˈɪnʲə
pleidhc	pʲlʲɪc
gliogar	ˈɟlʲiəɡəɾˠ
Pheadar	ˈfʲad̪ˠəɾˠ
síleáil	ˈʃiːlʲeɑːlʲ
fiaclóir	ˈfʲiəklˠóɾʲ
busta	ˈbˠʊsˠt̪ˠə
ngort	ŋɔɾˠt̪ˠ
imirt	ˈɪmʲəɾˠtʲ
dearnadar	ˈdʲaɾˠn̪ˠəd̪ˠəɾˠ
séidim	ˈʃeːdʲəmʲ
salainn	ˈsˠalˠən̪ˠ
blianta	ˈbʲlʲiən̪ˠt̪ˠə
deighilt	ˈdʲɛjəl̪ʲtʲ
sceacha	ˈʃcaxə
sceach	ʃcax
dlúth	d̪ˠlˠuː
galúin	ˈɡalˠúnʲ
d'áitigh	d̪ˠ'ˈɑːtʲə
sistéal	ˈʃɪʃtʲeːlˠ
dar le	ˈd̪ˠaɾʲ lʲə
sochreidte	ˈsˠɔhɾʲədʲtʲə
n-aicmí	n̪ˠ-ˈacmʲiː
cúigear	ˈkúɟəɾˠ
daol	d̪ˠiːlˠ
Aoife	ˈiːfʲə
tobán	ˈt̪ˠɔbˠɑːnˠ
bléin	bʲlʲeːnʲ
ultach	ˈʊl̪ˠt̪ˠəx
dada	ˈd̪ˠad̪ˠə
dhise	ˈjɪʃə
scóp	sˠkoːpˠ
d'ith	dʲ'ˈɪ
cruit	kɾˠɪtʲ
chirt	çɪɾˠtʲ
ein	ɛnʲ
d'alt	d̪ˠ'ˈɛl̠ˠt̪ˠ
fiacaile	ˈfʲiəkəlʲə
meisce	ˈmʲɛʃcɪ
caogad	ˈkiːɡəd̪ˠ
Frainc	fˠɾˠan̪ʲc
Rinne	ˈɾˠɪnʲə
cúram	ˈkuːɾˠəmˠ
min	mʲɪnʲ
gáifeach	ˈɡɑːfʲəx
lic	lʲɪc
íseal	ˈiːʃəlˠ
dris	dʲɾʲɪʃ
uasghrádú	ˈuəsˠɾˠɑːd̪ˠuː
domsa	ˈd̪ˠɔmˠsˠə
bpéin	bʲeːnʲ
cá huair	kɑːˈhuəɾʲ
cúr	kuːɾˠ
finne	ˈfʲɪnʲə
diúracas	ˈdʲuːɾˠəkəsˠ
rr	ɾˠ
leor	lʲoːɾˠ
binne	ˈbʲɪnʲə
Cloch na Blarnan	klˠɔx n̪ˠə ˈbˠlˠaɾˠn̪ˠən̪ˠ
dom	d̪ˠɔmˠ
ní hea	nʲiːˈha
dea-bhéasach	ˈdʲa-vʲeːsˠəx
fliúit	ˈfʲlʲútʲ
Nic	nʲɪc
teocht	tʲoːxt̪ˠ
carball	ˈkaɾˠəbˠəlˠ
cailc	kal̪ʲc
tS	t̪ˠsˠ
boscaí	ˈbˠɔsˠkiː
dT	d̪ˠ
deisigh	ˈdʲɛʃə
vóta	vˈoːt̪ˠə
ar	əɾˠ
rinne	ˈɾˠɪnʲə
baist	bˠaʃtʲ
triúr	ˈtʲɾʲuːɾˠ
maíte	ˈmˠatʲə
charad	ˈxaɾˠəd̪ˠ
laethanta na riabhaí	ˌlʲeːhən̪ˠt̪ˠə n̪ˠə ˈɾʲiəuiː
cúig	ˈkúɟ
ollaimh	ˈɔlˠaiiː
fichidí	ˈfʲɪçədʲiː
tabhartanas	ˈt̪ˠəuəɾˠt̪ˠən̪ˠəsˠ
cóta	ˈkoːt̪ˠə
cic	cɪc
dearnadh	ˈdʲaɾˠn̪ˠə
fút	fˠuːt̪ˠ
cótán	ˈkoːt̪ˠɑːnˠ
barúlach	ˈbˠaɾˠuːlˠəx
colbha	ˈkɔlˠəvˠə
trácht	t̪ˠɾˠɑːxt̪ˠ
cráite	ˈkɾˠɑːtʲə
chruit	xɾˠɪtʲ
-imid	-ˈɪmʲɪdʲ
Micheál	ˈmʲɪçeɑːlˠ
múinteoirí	ˈmˠún̪ʲtʲoːɾʲiː
bhfadhb	wəbˠ
saghas	ˈsˠaiəsˠ
Dé Sathairn	dʲeː ˈsˠahəɾʲnʲ
milseog	ˈmʲɪl̠ʲʃoːɡ
citeal	ˈcɪtʲəlˠ
drama	ˈd̪ˠɾˠamˠə
amais	ˈamˠəʃ
buaf	bˠuəfˠ
-sean	-ʃan̪ˠ
deor	dʲoːɾˠ
haicme	ˈhacmʲə
feirge	ˈfʲɛɾʲəɟɪ
chlé	çlʲeː
mar sin	mˠəɾˠ ˈʃɪnʲ
hois	hɛʃ
fírinne	ˈfʲiːɾʲən̪ˠə
foirfe	ˈfˠɛɾʲfʲə
másach	ˈmˠɑːsˠəx
múchaim	ˈmˠuːxəmʲ
glóir	ˈɡlˠóɾʲ
chatach	ˈxat̪ˠəx
cló	klˠoː
fhir	ɪɾʲ
goirt	ɡɔɾˠtʲ
ex	ɛx
iasacht	ˈiəsˠəxt̪ˠ
caonach	ˈkiːn̪ˠəx
bochtaineacht	ˈbˠɔxt̪ˠənʲəxt̪ˠ
bristeacha	ˈbʲɾʲɪʃtʲəxə
sonraíoch	ˈsˠɔn̪ˠɾˠiːəx
inarbh	ˈɪn̪ˠəɾˠw
t-ard	t̪ˠ-aɾˠd̪ˠ
ríomhaire	ˈɾˠiːəɾʲə
chuán	ˈxuɑːnˠ
fuaire	ˈfˠuəɾʲə
gcloisteáil	ˈɡlˠɛʃtʲeɑːlʲ
gcéad	ɟeːd̪ˠ
Cáisc	kɑːʃc
mhéadar	ˈvʲeːd̪ˠəɾˠ
ar leith	əɾˠˈlʲɛ
geit	ɟɛtʲ
amadána	ˈamˠəd̪ˠɑːn̪ˠə
tuitim	ˈt̪ˠɪtʲəmʲ
tréas	tʲɾʲeːsˠ
dheinimís	ˈjɛnʲəmʲiːʃ
beirigí	ˈbʲɛɾʲəɟiː
caisearbhán	ˈkaʃəɾˠwɑːnˠ
bithiúnta	ˈbʲɪhuːn̪ˠt̪ˠə
bhocht	wɔxt̪ˠ
grean	ɟɾʲan̪ˠ
dois	d̪ˠɛʃ
liatha	ˈlʲiəhə
chaith	xa
crean	cɾʲan̪ˠ
bígí	ˈbʲiːɟiː
cáis	kɑːʃ
gréas	ɟɾʲeːsˠ
troime	ˈt̪ˠɾˠɪmʲə
cáiliúil	ˈkɑːlʲúlʲ
creid	cɾʲɛdʲ
druid	d̪ˠɾˠɪdʲ
fiacail	ˈfʲiəkəlʲ
aigéad	ˈaɟeːd̪ˠ
caitín	ˈkatʲiːnʲ
bheidís	ˈvʲɛdʲiːʃ
fhéin	eːnʲ
treo	tʲɾʲoː
thais	haʃ
Áiréilias	ˈɑːɾʲeːlʲiəsˠ
cúntach	ˈkuːn̪ˠt̪ˠəx
mianach	ˈmʲiən̪ˠəx
Dún Éideann	d̪ˠuːnʲ ˈeːdʲən̪ˠ
móire	ˈmˠóɾʲə
casair	ˈkasˠəɾʲ
heach	hax
shíolmhar	ˈhiːl̠ˠwəɾˠ
ar tí	əɾˠˈtʲiː
bheir	vʲɛɾʲ
-áil	-ɑːlʲ
géibheann	ˈɟeːvʲən̪ˠ
ghais	ɣaʃ
seanfhocal	ˈʃan̪ˠəkəlˠ
cnuimhe	ˈkɾˠɪə
lána	ˈlˠɑːn̪ˠə
chais	xaʃ
glan	ɡlˠan̪ˠ
bhinde	ˈvʲɪnʲədʲə
ardfhear	ˈaɾʲədʲəɾˠ
buíonna	ˈbˠuiːnʲə
Airméinis	ˈaɾʲmʲeːnʲəʃ
Baváir	ˈbˠavɑːɾʲ
dána	ˈd̪ˠɑːn̪ˠə
míreanna	ˈmʲiːɾʲən̪ˠə
fáisc	fˠɑːʃc
cána	ˈkɑːn̪ˠə
crúibín	ˈkɾˠúbʲiːnʲ
fágála	ˈfˠɑːɡɑːlˠə
riocht	ˈɾˠiəxt̪ˠ
tnúth	t̪ˠɾˠuː
crógach	ˈkɾˠoːɡəx
tógálaí	ˈt̪ˠoːɡɑːlˠiː
sinsir	ˈʃɪn̠ʲʃɪɾʲ
ormsa	ˈɔɾˠmˠsˠə
pána	ˈpˠɑːn̪ˠə
fásach	ˈfˠɑːsˠəx
thuilleamaí	ˈhɪlʲəmˠiː
seile	ˈʃɛlʲə
séad	ʃeːd̪ˠ
téad	tʲeːd̪ˠ
adhnaic	ˈain̪ˠɪc
réad	ɾˠeːd̪ˠ
mháighistreása	ˈwɑːjəʃtʲɾʲeɑːsˠə
breo	bʲɾʲoː
méad	mʲeːd̪ˠ
dreo	dʲɾʲoː
ceilg	cɛl̠ʲɟ
fhocal	ˈɔkəlˠ
gróig	ˈɡɾˠóɟ
cárta	ˈkɑːɾˠt̪ˠə
cnáib	kɾˠɑːbʲ
maoil	mˠiːlʲ
Sligeach	ˈʃlʲɪɟəx
féad	fʲeːd̪ˠ
easpag	ˈasˠpˠəɡ
déad	dʲeːd̪ˠ
Faoilleach	ˈfˠiːlʲəx
polaitíocht	ˈpˠɔlˠətʲiːçtʲ
tuartha	ˈt̪ˠuəɾˠə
gor	ɡɔɾˠ
nochtacht	ˈn̪ˠɔxt̪ˠəxt̪ˠ
speala	ˈʃpʲalˠə
gága	ˈɡɑːɡə
deifre	ˈdʲɛfʲɾʲə
bailte	ˈbˠɛl̠ʲtʲə
chloisteáil	ˈxlˠɛʃtʲeɑːlʲ
theo	çoː
Siobhán	ˈʃjʊɑːnˠ
sinn	ʃɪnʲ
pictiúr	ˈpʲɪctʲuːɾˠ
-ígí	-ˈiːɟiː
Páras	ˈpˠɑːɾˠəsˠ
arc	aɾˠk
buíoch	ˈbˠuiː
earc	aɾˠk
dt	d̪ˠ
buartha	ˈbˠuəɾˠə
coisc	kɛʃc
it	ɪtʲ
sonra	ˈsˠɔn̪ˠɾˠə
the	hɛ
bhróin	ˈwɾˠónʲ
bácáil	ˈbˠɑːkɑːlʲ
Mumhan	ˈmˠəuən̪ˠ
bheo	vʲoː
cheo	çoː
gcéibh	ɟeːvʲ
duileasc	ˈd̪ˠɪlʲəsˠk
dragan	ˈd̪ˠɾˠaɡən̪ˠ
garmhac	ˈɡaɾˠwək
ts	t̪ˠsˠ
bhan	wan̪ˠ
beiriú	ˈbʲɛɾʲuː
h	h
tuama	ˈt̪ˠuəmˠə
maghar	ˈmˠaiəɾˠ
huis	hɪʃ
ciceáil	ˈcɪceɑːlʲ
gléasaimid	ˈɟlʲeːsˠəmʲɪdʲ
spéacla	ˈʃpʲeːklˠə
éagaoin	ˈeːɡiːnʲ
cairdeas	ˈkaɾʲədʲəsˠ
fuilimid	ˈfˠɪlʲɪmʲɪdʲ
Éadaoin	ˈeːd̪ˠiːnʲ
seó	ˈʃeoː
ráite	ˈɾˠɑːtʲə
bhranda	ˈvˠɾˠan̪ˠəd̪ˠə
cuibhrinn	ˈkɪvʲɾʲən̪ˠ
piocthacht	ˈpʲiəkəxt̪ˠ
smaoinigh	ˈsˠmˠiːnʲə
foclóirí	ˈfˠɔklˠóɾʲiː
is	əsˠ
claíomh	ˈklˠiːəu
cuán	ˈkuɑːnˠ
cirt	cɪɾˠtʲ
laofa	ˈlˠiːfˠə
laethe	ˈlʲeːhə
os	ɔsˠ
-fá	-fˠɑː
léacsach	ˈlʲeːksˠəx
gnéas	ɟɾʲeːsˠ
freastalaí	ˈfʲɾʲasˠt̪ˠəlˠiː
fíon geal	fʲiːnʲ ˈɟalˠ
gearrán	ˈɟaɾˠɑːnˠ
altfaidh	ˈɛl̠ˠt̪ˠfˠə
síocháin	ˈʃiːxɑːnʲ
uimhreacha	ˈɪvʲɾʲəxə
le déanaí	lʲə ˈdʲeːn̪ˠiː
bhatar	ˈwat̪ˠəɾˠ
foraois	ˈfˠɔɾˠiːʃ
-igí	-ˈɪɟiː
phálás	ˈfˠɑːlˠɑːsˠ
cáca	ˈkɑːkə
mion	ˈmʲiən̪ˠ
Meicsiceo	ˈmʲɛcʃɪcoː
as	asˠ
Ph	fˠ
báire	ˈbˠɑːɾʲə
-inn	-ɪnʲ
truicear	ˈt̪ˠɾˠɪcəɾˠ
cnogaí	ˈkɾˠɔɡiː
rinc	ɾˠən̪ʲc
normal	ˈn̪ˠɔɾˠmˠəlˠ
lannach	ˈlˠan̪ˠəx
ardú	ˈaɾˠəd̪ˠuː
Lá Fhéile Pádraig	lˠɑː eːlʲə ˈpˠɑːd̪ˠɾˠɪɟ
chiardhuibh	ˈçiəɾˠɣɪvʲ
uaireanta	ˈuəɾʲən̪ˠt̪ˠə
Franc	fˠɾˠan̪ˠk
chéanna	ˈçeːnʲə
lasair	ˈlˠasˠəɾʲ
las	lˠasˠ
hama	ˈhamˠə
dúigh	ˈd̪ˠú
deirtí	ˈdʲɛɾˠtʲiː
gairm	ɡaɾʲmʲ
cál	kɑːlˠ
bál	bˠɑːlˠ
úlla	ˈuːlˠə
meirg	mʲɛɾʲɟ
fáil	fˠɑːlʲ
fál	fˠɑːlˠ
ngram	ŋɾˠamˠ
léim	lʲeːmʲ
leirg	lʲɛɾʲɟ
bas	bˠasˠ
feirg	fʲɛɾʲɟ
séipéal	ˈʃeːpʲeːlˠ
buataisí	ˈbˠuət̪ˠəʃiː
iaguair	ˈiəɡuəɾʲ
cé mhéad	ceːˈvʲeːd̪ˠ
ndearnadar	ˈnʲaɾˠn̪ˠəd̪ˠəɾˠ
céim	ceːmʲ
déanadh	ˈdʲeːn̪ˠə
céad	ceːd̪ˠ
tál	t̪ˠɑːlˠ
géim	ɟeːmʲ
cú dobhráin	kuː ˈd̪ˠəuɾˠɑːnʲ
go brách	ɡəˈbˠɾˠɑːx
plúir	ˈpˠlˠúɾʲ
meáchan	ˈmʲeɑːxən̪ˠ
lachtach	ˈlˠaxt̪ˠəx
gléas	ɟlʲeːsˠ
deisceart	ˈdʲɛʃcəɾˠt̪ˠ
fhreastail	ˈɾʲasˠt̪ˠəlʲ
suipéar	ˈsˠɪpʲeːɾˠ
soc	sˠɔk
riartha	ˈɾˠiəɾˠə
cathain	ˈkahənʲ
roc	ɾˠɔk
ceangal	ˈcɪŋəlˠ
caint	kan̪ʲtʲ
fhuáil	ˈuɑːlʲ
Soirbis	ˈsˠɛɾʲəbʲəʃ
lasann	ˈlˠasˠən̪ˠ
loc	lˠɔk
céasta	ˈceːsˠt̪ˠə
charachtar	ˈxaɾˠəxt̪ˠəɾˠ
naoscach	ˈn̪ˠiːsˠkəx
bruíon	ˈbˠɾˠuiːnʲ
bearna bhaoil	ˌbʲaɾˠn̪ˠə ˈwiːlʲ
Rúis	ˈɾˠúʃ
gin	ɟɪnʲ
gúna	ˈɡuːn̪ˠə
gleo	ɟlʲoː
chuiris	ˈxɪɾʲəʃ
dorchadas	ˈd̪ˠɔɾˠxəd̪ˠəsˠ
brad	bˠɾˠad̪ˠ
gualainn	ˈɡuəlˠən̪ˠ
baiste	ˈbˠaʃtʲə
criostal	ˈcɾʲiəsˠt̪ˠəlˠ
ligh	lʲɪ
faoina	ˈfˠiːn̪ˠə
téanam	ˈtʲeːn̪ˠəmˠ
duais	ˈd̪ˠuəʃ
deirge	ˈdʲɛɾʲəɟɪ
báisín	ˈbˠɑːʃiːnʲ
fuinneoige	ˈfˠɪnʲoːɟɪ
catán	ˈkat̪ˠɑːnˠ
tigh	tʲɪ
cóiste	ˈkóʃtʲə
dó	d̪ˠoː
so	sˠɔ
paiste	ˈpˠaʃtʲə
freastail	ˈfʲɾʲasˠt̪ˠəlʲ
righ	ɾˠə
mó	mˠoː
tochais	ˈt̪ˠɔxəʃ
bp	bˠ
néal	nʲeːlˠ
neantóg	ˈnʲan̪ˠt̪ˠoːɡ
as cosa i dtaca	asˠ ˌkɔsˠə əˈd̪ˠakə
cór	koːɾˠ
speal	ʃpʲalˠ
pionta	ˈpʲiən̪ˠt̪ˠə
ime	ˈɪmʲə
só	sˠoː
boc	bˠɔk
cailceanna	ˈkal̪ʲcən̪ˠə
do	d̪ˠɔ
eo	oː
báinín	ˈbˠɑːnʲiːnʲ
teorainn	ˈtʲoːɾˠən̪ˠ
osna	ˈɔsˠn̪ˠə
carráiste	ˈkaɾˠɑːʃtʲə
mílte	ˈmʲiːl̠ʲtʲə
fuascail	ˈfˠuəsˠkəlʲ
mearbhall	ˈmʲaɾˠwəlˠ
mo	mˠɔ
ciall	ˈciəlˠ
India	ˈɪnʲədʲiə
claon	klˠiːnˠ
ortsa	ˈɔɾˠt̪ˠsˠə
praghas	ˈpˠɾˠaiəsˠ
scáthán	ˈsˠkɑːhɑːnˠ
go leor	ɡəˈlʲoːɾˠ
bhád	wɑːd̪ˠ
ar chuma	əɾˠˈxʊmˠə
mbó	mˠoː
giota	ˈɟiət̪ˠə
lem	lʲɪmʲ
gaiscígh	ˈɡaʃcɪ
-finn	-fʲɪnʲ
Luan Cásca	lˠuən̪ˠ ˈkɑːsˠkə
dhearnadar	ˈjaɾˠn̪ˠəd̪ˠəɾˠ
turscar	ˈt̪ˠʊɾˠsˠkəɾˠ
Gearmáinis	ˈɟaɾˠmˠɑːnʲəʃ
túis	ˈt̪ˠúʃ
losaid	ˈlˠɔsˠədʲ
craice	ˈkɾˠacɪ
rúibín	ˈɾˠúbʲiːnʲ
d'fhreagair	dʲ'ˈɾʲaɡəɾʲ
claidh	klˠə
grán	ɡɾˠɑːnˠ
péin	pʲeːnʲ
uachtar	ˈuəxt̪ˠəɾˠ
-igh	-ə
bhfuair	ˈwuəɾʲ
deise	ˈdʲɛʃə
bailíonn brobh beart	ˌbˠalʲiːnʲ bˠɾˠɪ ˈbʲaɾˠt̪ˠ
cnáibe	ˈkɾˠɑːbʲə
splanc	sˠpˠlˠan̪ˠk
ealaín	ˈalˠənʲ
airnéis	ˈaɾʲnʲeːʃ
buan	bˠuən̪ˠ
gruaig	ˈɡɾˠuəɟ
stoca	ˈsˠt̪ˠɔkə
lúib	ˈlˠúbʲ
comhairle	ˈkəuəɾʲlʲə
easpaig	ˈasˠpˠɪɟ
féilire	ˈfʲeːlʲəɾʲə
snag	sˠn̪ˠaɡ
briosca	ˈbʲɾʲiəsˠkə
leathar	ˈlʲahəɾˠ
duan	d̪ˠuən̪ˠ
feirm	fʲɛɾʲmʲ
shean	han̪ˠ
dromán	ˈd̪ˠɾˠɔmˠɑːnˠ
éirigh	ˈeːɾʲə
nach cuma	n̪ˠax ˈkʊmˠə
tábhachtach	ˈt̪ˠáiːəxt̪ˠəx
deagánach	ˈdʲaɡɑːn̪ˠəx
dlíthiúil	ˈdʲlʲiːhúlʲ
guirme	ˈɡɪɾʲmʲə
Sabóid	ˈsˠabˠódʲ
dósan	ˈd̪ˠoːsˠən̪ˠ
monarc	ˈmˠɔn̪ˠəɾˠk
peile	ˈpʲɛlʲə
driseach	ˈdʲɾʲɪʃəx
comórtas	ˈkɔmˠoːɾˠt̪ˠəsˠ
taga	ˈt̪ˠaɡə
Séamas	ˈʃeːmˠəsˠ
cúis	ˈkúʃ
fhuaigh	ˈuə
clois	klˠɛʃ
carráistí	ˈkaɾˠɑːʃtʲiː
dortha	ˈd̪ˠɔɾˠə
-ínn	-iːnʲ
fhuaire	ˈuəɾʲə
hidrigin	ˈhɪdʲɾʲəɟɪnʲ
dainséar	ˈd̪ˠan̪ʲʃeːɾˠ
móra	ˈmˠoːɾˠə
buabhall	ˈbˠuəwəlˠ
cloth	klˠɔ
báirseach	ˈbˠɑːɾˠʃəx
n-imeanna	nʲ-ˈɪmʲən̪ˠə
chás	xɑːsˠ
abhacád	ˈəuəkɑːd̪ˠ
Oisín	ˈɛʃiːnʲ
ll	lˠ
misneach	ˈmʲɪʃnʲəx
am	amˠ
néalach	ˈnʲeːlˠəx
báite	ˈbˠɑːtʲə
carachtair	ˈkaɾˠəxt̪ˠəɾʲ
péist	pʲeːʃtʲ
channa	ˈxan̪ˠə
ar cuairt	əɾˠˈkuəɾˠtʲ
Airméin	ˈaɾʲmʲeːnʲ
gheala	ˈjalˠə
SEIF	ʃɛfʲ
-im	-ɪmʲ
bróige	ˈbˠɾˠóɟɪ
méalach	ˈmʲeːlˠəx
díograiseach	ˈdʲiːɡɾˠəʃəx
ró	ɾˠoː
caitheann	ˈkahən̪ˠ
veigeán	vˈɛɟeɑːnˠ
toitín	ˈt̪ˠɪtʲiːnʲ
fhéidir	ˈeːdʲɪɾʲ
mhaith	wa
hime	ˈhɪmʲə
liomóg	ˈlʲjʊmˠoːɡ
shuigh	hə
sa bhaile	sˠə ˈwalʲə
aigéan	ˈaɟeːnˠ
comhartha	ˈkəuəɾˠə
maidhm	mˠəmʲ
bímis	ˈbʲiːmʲəʃ
diúracán	ˈdʲuːɾˠəkɑːnˠ
poitín	ˈpˠɪtʲiːnʲ
Ll	lˠ
bó	bˠoː
Fhranc	ɾˠan̪ˠk
grád	ɡɾˠɑːd̪ˠ
Meiriceá	ˈmʲɛɾʲɪceɑː
gréasaí	ˈɟɾʲeːsˠiː
brád	bˠɾˠɑːd̪ˠ
Ard-Fheis	ˈaɾʲədʲ-əʃ
ghním	nʲiːmʲ
caoire	ˈkiːɾʲə
agair	ˈaɡəɾʲ
Seáinín	ˈʃeɑːnʲiːnʲ
átha	ˈɑːhə
iomlán	ˈʊmˠlˠɑːnˠ
fuinneoga	ˈfˠɪnʲoːɡə
dochtúirí	ˈd̪ˠɔxt̪ˠúɾʲiː
órga	ˈoːɾˠɡə
ruaig	ˈɾˠuəɟ
chuid	xɪdʲ
caite	ˈkatʲə
taom	t̪ˠiːmˠ
fadú	ˈfˠad̪ˠuː
dheinim	ˈjɛnʲəmʲ
raon	ɾˠiːnˠ
Caoimhe	ˈkiːvʲə
uis	ɪʃ
chéad	çeːd̪ˠ
in aice	ɪn̪ˠ ˈacɪ
ainmneacha	ˈan̪ʲmʲnʲəxə
ceatha	ˈcahə
creidmheach	ˈcɾʲɛdʲvʲəx
oirthear	ˈɛɾʲəɾˠ
ceart	caɾˠt̪ˠ
thit	hɪtʲ
nis	nʲɪʃ
dtae	dʲeː
uasal	ˈuəsˠəlˠ
sloinne	ˈsˠlˠɪnʲə
fir	fʲɪɾʲ
cruimhe	ˈkɾˠɪə
t-éadach	tʲ-ˈeːd̪ˠəx
dhuit	ɣɪtʲ
bródúil	ˈbˠɾˠoːd̪ˠúlʲ
cuisneach	ˈkɪʃnʲəx
Inid	ˈɪnʲɪdʲ
éadroime	ˈeːd̪ˠɾˠəmʲə
ngráin	ŋɾˠɑːnʲ
cis	cɪʃ
mhéad	vʲeːd̪ˠ
bís	bʲiːʃ
na	n̪ˠə
ainmhí	ˈan̪ʲvʲiː
gcailín	ˈɡalʲiːnʲ
traidisiún	ˈt̪ˠɾˠadʲəʃuːnˠ
pápa	ˈpˠɑːpˠə
ga	ɡa
cuntar	ˈkʊn̪ˠt̪ˠəɾˠ
cluife	ˈklˠɪfʲə
uafásach	ˈuəfˠɑːsˠəx
sa	sˠə
faighteá	ˈfˠatʲeɑː
mo ghrá thú	mˠɔ ɾˠɑː ˈhuː
gcoill	ɡɛlʲ
bearna mhíl	ˌbʲaɾˠn̪ˠə ˈvʲiːlʲ
ramhar	ˈɾˠəuəɾˠ
coinneal	ˈkɪnʲəlˠ
léití	ˈlʲeːtʲiː
boireannach	ˈbˠɛɾʲən̪ˠəx
Fionnghall	ˈfʲiən̪ˠŋhəlˠ
cearta	ˈcaɾˠt̪ˠə
phíopa	ˈfʲiːpˠə
spóirt	ˈsˠpˠóɾˠtʲ
óinseacha	ˈón̪ʲʃəxə
guíonna	ˈɡuiːnʲə
damhsa	ˈd̪ˠəusˠə
b'éigean	bʲ'ˈeːɟən̪ˠ
ofrálacha	ˈɔfˠɾˠɑːlˠəxə
Cabúl	ˈkabˠuːlˠ
ab	abˠ
cóireáil	ˈkóɾʲeɑːlʲ
bogha báistí	ˌbˠaiə ˈbˠɑːʃtʲiː
bualadh	ˈbˠuəlˠə
Seán	ˈʃeɑːnˠ
rinnis	ˈɾˠɪnʲəʃ
sh	h
a chara	əˈxaɾˠə
tearn	tʲaɾˠn̪ˠ
ph	fˠ
loch salainn	lˠɔx ˈsˠalˠən̪ˠ
scamhóg	ˈsˠkəuoːɡ
cuiseog	ˈkɪʃoːɡ
dtorann	ˈd̪ˠɔɾˠən̪ˠ
cleasaí	ˈclʲasˠiː
cábán	ˈkɑːbˠɑːnˠ
imeartas focal	ˌɪmʲəɾˠt̪ˠəsˠ ˈfˠɔkəlˠ
ngabhar	ˈŋəuəɾˠ
séasúr	ˈʃeːsˠuːɾˠ
foirmiúlacht	ˈfˠɛɾʲmʲuːlˠəxt̪ˠ
di	dʲɪ
Cásc	kɑːsˠk
tsnua	t̪ˠsˠn̪ˠuə
soitheach	ˈsˠɛhəx
dtí	dʲiː
Máire	ˈmˠɑːɾʲə
bearn	bʲaɾˠn̪ˠ
duit	d̪ˠɪtʲ
dreolán	ˈdʲɾʲoːlˠɑːnˠ
clabhta	ˈklˠəut̪ˠə
oifige	ˈɛfʲəɟɪ
fear sneachta	fʲaɾʲ ˈʃnʲaxt̪ˠə
ar feadh	əɾˠˈfʲəi
Bolcán	ˈbˠɔl̪ˠkɑːnˠ
chiliméadar	ˈçɪlʲəmʲeːd̪ˠəɾˠ
Fínín	ˈfʲiːnʲiːnʲ
aoil	iːlʲ
dhiúil	ˈjúlʲ
ropas	ˈɾˠɔpˠəsˠ
cloinne	ˈklˠɪnʲə
láma	ˈlˠɑːmˠə
lofa	ˈlˠɔfˠə
dtuigeann	ˈd̪ˠɪɟən̪ˠ
neodar	ˈnʲoːd̪ˠəɾˠ
giorria	ˈɟiəɾˠiə
dtigh	dʲɪ
dtéid	dʲeːdʲ
fortacht	ˈfˠɔɾˠt̪ˠəxt̪ˠ
gceártaí	ˈɟeɑːɾˠt̪ˠiː
tharainne	ˈhaɾˠən̪ˠə
gcoinneal	ˈɡɪnʲəlˠ
faocha	ˈfˠiːxə
cuid	kɪdʲ
graeip	ˈɟɾʲeːpʲ
Uasal	ˈuəsˠəlˠ
gcósta	ˈɡoːsˠt̪ˠə
beirigh	ˈbʲɛɾʲə
mbeid	mʲɛdʲ
tseamróg	ˈtʲʃamˠɾˠoːɡ
