word,tags,ipa,results,match
bíonn,,bʲiːn̪ˠ,ˈbʲiːn̪ˠ,100
bíonn cluasa ar an gcoill,,bʲiːən̪ˠ kl̪ˠuəsˠə ɛɾˠ ən̪ˠ ɡəlʲ,ˈbʲiːn̪ˠ ˈklˠuasˠə ɛɾʲ anˠ ˈɡoil̠ʲ,75
bír,,bʲiːɾʲ,ˈbʲiːɾʲ,100
bís,,bʲiːʃ,ˈbʲiːʃ,100
bítear,,bʲiːtʲəɾˠ,ˈbʲiːtʲɪɾˠ,89
bó,Munster; Connacht,bˠoː,ˈbˠoː,100
bóithre,,"ˈbˠoːhɾʲə, ˈbˠoːɾʲhə, ˈbˠoːɾʲə",ˈbˠoːhɾʲɪ,89
bóithrí,,ˈbˠoːɾʲiː,ˈbˠoːhɾʲiː,89
bóithrín,Connacht,ˈbˠoːhɾʲiːnʲ,ˈbˠoːhɾʲiːnʲ,100
bólacht,,ˈbˠoːlˠəxt̪ˠ,ˈbˠoːlˠəxt̪ˠ,100
bóthair,Munster; Connacht,ˈboːhəɾʲ,ˈbˠoːçɪɾʲ,62
bóthar,,ˈbˠoːhəɾˠ,ˈbˠoːçəɾˠ,89
bóín Dé,,ˈbˠoːiːnʲ ˈdʲeː,ˈbˠoːiːnʲ ˈdʲeː,100
bú,,bˠuː,ˈbˠuː,100
búch,,bˠuːx,ˈbˠuːx,100
búir,,bˠuːɾʲ,ˈbˠuːɾʲ,100
búistéara,,ˈbˠuːʃtʲeːɾˠə,ˈbˠuːʃtʲeːɾˠə,100
bútarach,Munster; Connacht,ˈbˠuːt̪ˠəɾˠəx,ˈbˠuːt̪ˠəɾˠəx,100
cab,,"kabˠ, kɑbˠ",ˈkabˠ,60
cabach,Connacht,ˈkabˠəx,ˈkabˠəx,100
cabaire,,"ˈkabˠəɾʲə, ˈkɑbˠəɾʲə",ˈkabˠɪɾʲɪ,78
cabaireacht,,ˈkɑbˠəɾʲəxt̪ˠ,ˈkabˠɪɾʲɪxt̪ˠ,77
cabhail,,ˈkau(ə)lʲ,ˈkɑuɪlʲ,43
cabhantar,,ˈkəun̪ˠt̪ˠəɾˠ,ˈkɑuənˠt̪ˠəɾˠ,85
cabhrach,,ˈkəuɾˠəx,ˈkaəɾˠəx,88
cabhsa,,ˈkausˠə,ˈkaəsˠə,86
cac,,"kak, kɑk",ˈkak,50
cacht,,kaxt̪ˠ,ˈkaxt̪ˠ,100
cad,,"kad̪ˠ, kəd̪ˠ",ˈkad̪ˠ,67
cad chuige,,"kəˈt̪ˠiɟə, kəˈt̪ˠiː(j)ə, kəˈt̪ˠɨɟə, ɡəˈt̪ˠiɟə, ɡəˈt̪ˠiː(ə)",ˈkad̪ˠ ˈxɪɟɪ,42
cad is ainm duit,,kad̪ˠ əs ˈanʲəmʲ d̪ˠɪtʲ,ˈkad̪ˠ ɪʃ ˈanʲimʲ ˈd̪ˠɪtʲ,83
cad é,,kəd̪ˠˈeː,ˈkad̪ˠ ˈeː,75
cadhnra,,ˈkəinˠɾˠə,ˈkainˠɾˠə,89
cadhnraí,,ˈkəinˠɾˠiː,ˈkainˠɾˠiː,90
cadán,Connacht,"ˈkad̪ˠɑːnˠ, ˈkad̪ˠɑːn̪ˠ",ˈkʊd̪ˠɑːnˠ,90
cafarr,,ˈkafˠəɾˠ,ˈkafˠəɾˠ,100
caibléara,,"ˈkabʲəlʲeːɾˠə, ˈkɑbʲlʲeːɾˠə",ˈkabʲlʲeːɾˠə,92
caidhp bháis,Connacht,ˌkaipʲ ˈwɑːʃ,ˈkaipʲ ˈwɑːʃ,92
caife,,"ˈkafʲə, ˈkɑfʲə",ˈkafʲɪ,83
caifé,,ˈkafʲeː,ˈkafʲeː,100
caighdeán,Connacht,ˈkəidʲɑːnˠ,ˈkajdʲɪɑːnˠ,70
caighdeánach,Connacht,ˈkəidʲɑːnˠəx,ˈkajdʲɪɑːnˠəx,75
cailc,,kalʲc,ˈkalʲc,100
cailce,,ˈkalʲcə,ˈkalʲcɪ,86
cailceanna,,ˈkalʲkʲənə,ˈkalʲcɪn̪ˠə,60
cailleach,Connacht,ˈkal̠ʲəx,ˈkal̠ʲəx,100
cailleadh,Cois-Fharraige; Connacht,ˈkaːl̠ʲuː,ˈkal̠ʲə,86
cailleadh,Mayo; Connacht,ˈkal̠ʲuː,ˈkal̠ʲə,86
caillim,Connacht,ˈkal̠ʲəmʲ,ˈkal̠ʲɪmʲ,89
cailín,Connacht,ˈkalʲiːnʲ,ˈkalʲiːnʲ,100
cailíní,Connacht,ˈkalʲiːnʲiː,ˈkalʲiːnʲiː,100
cailíní,Cois-Fharraige; Connacht,ˈkaːlʲiːnʲiː,ˈkalʲiːnʲiː,91
caimseog,,ˈkamʲʃoːɡ,ˈkamʲʃoːɡ,100
caint,Connacht,"kanʲtʲ, kan̠ʲtʲ",ˈkanʲtʲ,86
caint,Cois-Fharraige; Connacht,kaːn̠ʲtʲ,ˈkanʲtʲ,71
cainte,,ˈkan̠ʲtʲə,ˈkanʲtʲɪ,88
cainteanna,,kan̠ʲtʲənə,ˈkanʲtʲɪn̪ˠə,70
caintím,Connacht,ˈkanʲtʲiːmʲ,ˈkanʲtʲiːmʲ,100
caipín,Connacht,ˈkapʲiːnʲ,ˈkapʲiːnʲ,100
cairde,,"ˈkaːɾˠdʲə, ˈkɑːɾˠdʲə",ˈkɛɾʲdʲɪ,62
cairdeach,Munster; Connacht,ˈkɑːrdʲəx,ˈkɛɾʲdʲəx,67
cairdeas,Munster; Connacht,ˈkɑːɾˠdʲəsˠ,ˈkɛɾʲdʲɪsˠ,60
cairdiúil,Connacht,ˈkɑːɾˠdʲuːlʲ,ˈkɛɾʲdʲɪuːlʲ,75
cairn,Munster; Connacht,kɑːɾˠn̠ʲ,ˈkaɾʲinʲ,50
cairr,,kaːɾˠ,ˈkaɾʲ,60
cairt,,"kaɾˠtʲ, kæɾˠtʲ, kɑɾˠtʲ",ˈkaɾʲtʲ,71
cairéad,Connacht,ˈkaɾʲeːd̪ˠ,ˈkaɾʲeːd̪ˠ,100
cairéalaí,Munster; Connacht,kəˈɾʲeːl̪ˠiː,ˈkaɾʲeːlʲiː,73
cais,,kaʃ,ˈkaʃ,100
caiseal,,"ˈkaʃəlˠ, ˈkaʃəl̪ˠ",ˈkaʃɪlˠ,86
caisearbhán,Connacht,ˈkaʃəɾˠwaːn̪ˠ,ˈkaʃɪɾˠwɑːnˠ,75
caisearbhán,Mayo; Connacht,ˈkaʃl̠ʲəwaːnˠ,ˈkaʃɪɾˠwɑːnˠ,58
caisleán,Connacht,ˈkiʃlʲɑːnˠ,ˈkaʃlʲɪɑːnˠ,80
caite,,ˈkatʲə,ˈkatʲɪ,83
caith,Connacht,ka,ˈkaç,100
caitheann,,ˈkahən̪ˠ,ˈkahən̪ˠ,100
caithfidh,Connacht,kaː,ˈkahiː,67
caithfidh,Aran; Connacht,ˈkafʲə,ˈkahiː,50
caithfidh,Cois-Fharraige; Connacht,ka,ˈkahiː,100
caithfidh,Mayo; Connacht,ˈkɑihə,ˈkahiː,50
caithim,,ˈkahəmʲ,ˈkahɪmʲ,86
caithirín,,ˈkahəˌɾʲiːnʲ,ˈkahɪɾʲiːnʲ,82
caithne,,ˈkahnʲə,ˈkahnʲɪ,86
caitín,Ulster; Connacht,ˈkatʲiːnʲ,ˈkatʲiːnʲ,100
calma,,"ˈkalˠəmˠə, ˈkal̪ˠəmˠə",ˈkalˠmˠə,88
calrach,Munster; Connacht,ˈkal̪ˠɾˠəx,ˈkalˠɾˠəx,89
cama,,ˈkamˠə,ˈkamˠə,100
camall,,ˈkamˠəl̪ˠ,ˈkamˠəl̪ˠ,100
campa,,ˈkamˠpˠə,ˈkamˠpˠə,100
camán,,kaˈmaːn,ˈkʊmˠɑːnˠ,57
can,,"kanˠ, kan̪ˠ",ˈkanˠ,80
cana,,ˈkanˠə,ˈkanˠə,100
canach,Connacht,ˈkanˠəx,ˈkanˠəx,100
cangail,,ˈkaŋɡəlʲ,ˈkaŋɪlʲ,71
canna,,"ˈkan̪ˠə, ˈkɑn̪ˠə",ˈkan̪ˠə,100
canta,,ˈkan̪ˠt̪ˠə,ˈkanˠt̪ˠə,89
cantal,,ˈkanˠtˠəl̪ˠ,ˈkanˠt̪ˠəlˠ,91
cantalach,Connacht,ˈkan̪ˠt̪ˠəlˠəx,ˈkanˠt̪ˠəlˠəx,92
cantar,,ˈkan̪ˠt̪ˠəɾˠ,ˈkanˠt̪ˠəɾˠ,91
canáil,Connacht,ˈkanˠɑːlʲ,ˈkʊnˠɑːlʲ,89
canúint,Connacht,"ˈkanˠuːn̠ʲtʲ, ˈkɑnwənʲtʲ, ˈkɑnˠuːn̠ʲtʲ",ˈkanˠuːn̠ʲtʲ,100
canúnach,Connacht,ˈkanˠuːnˠəx,ˈkanˠuːnˠəx,100
caobach,Connacht,ˈkiːbˠəx,ˈkiːbˠəx,100
caoch,Ulster; Connacht,kiːx,ˈkiːx,100
caoga,Ulster; Connacht,ˈkiːɡə,ˈkiːɡə,100
caogad,Ulster; Connacht,ˈkiːɡəd̪ˠ,ˈkiːɡəd̪ˠ,100
caogaidí,Connacht,ˈkiːɡədʲiː,ˈkiːɡɪdʲiː,90
caoi,,kiː,ˈkiː,100
caoiche,,ˈkiːçə,ˈkiːçə,100
caoile,,ˈkiːlʲə,ˈkiːlʲɪ,86
caoimhe,Ulster; Connacht,ˈkiːvʲə,ˈkiːvʲɪ,86
caoin,,kiːnʲ,ˈkiːnʲ,100
caoine,,ˈkiːnʲə,ˈkiːnʲɪ,86
caoineas,,ˈkiːnʲəsˠ,ˈkiːnʲɪsˠ,89
caoire,,ˈkiːɾʲə,ˈkiːɾʲɪ,86
caol,Ulster; Connacht,"kiːlˠ, kiːl̪ˠ",ˈkiːlˠ,83
caolas,Ulster; Connacht,"ˈkiːlˠəsˠ, kʰɰiːlˠəsˠ",ˈkiːlˠəsˠ,100
caolú,Connacht,ˈkiːlˠuː,ˈkiːlˠuː,100
caomh,Connacht,kiːvˠ,ˈkiːw,60
caomhnú,Connacht,ˈkˠiːnˠuː,ˈkiːwɾˠuː,78
caonach,Connacht,ˈkiːnˠəx,ˈkiːnˠəx,100
caor,,"kiːɾʲ, kɯːɾˠ",ˈkiːɾˠ,67
caor,Connacht,kiːɾˠ,ˈkiːɾˠ,100
caora,Ulster; Munster; Connacht,ˈkiːɾˠə,ˈkiːɾˠə,100
caorthann,Ulster; Connacht,ˈkiːɾˠhən̪ˠ,ˈkiːɾˠçən̪ˠ,91
caorán,Connacht,ˈkiːɾˠan̪ˠ,ˈkiːɾˠɑːnˠ,80
caorán,Ulster; Connacht,ˈkiːɾˠanˠ,ˈkiːɾˠɑːnˠ,78
capaill,,ˈkapˠəl̪ʲ,ˈkapˠəl̠ʲ,89
capaillín,Connacht,ˈkapˠəl̠ʲiːnʲ,ˈkapˠəl̠ʲiːnʲ,100
capall,,"ˈkapˠəl̪ˠ, ˈkɑpˠəl̪ˠ",ˈkapˠəl̪ˠ,100
car,,karˠ,kɑɾˠ,50
cara,,"ˈkaɾˠə, ˈkɑɾˠə",ˈkaɾˠə,100
carachtair,,ˈkaɾˠəxt̪ˠəɾʲ,ˈkaɾˠəxt̪ˠɪɾʲ,92
carachtar,,ˈkaɾˠəxt̪ˠəɾˠ,ˈkaɾˠəxt̪ˠəɾˠ,100
caraid,,"ˈkaɾˠədʲ, ˈkɑɾˠədʲ",ˈkaɾˠɪdʲ,88
caraos,Connacht,ˈkaɾˠiːsˠ,ˈkaɾˠiːsˠ,100
carbad,,"ˈkaɾˠəbˠəd̪ˠ, ˈkɑɾˠəbˠəd̪ˠ",ˈkaɾˠbˠəd̪ˠ,91
carbaid,,ˈkaɾˠəbˠədʲ,ˈkaɾˠbˠɪdʲ,80
carball,,ˈkaɾˠəbˠəl̪ˠ,ˈkaɾˠbˠəl̪ˠ,91
carbhat,Connacht,kɑɾˠəˈwɑt̪ˠə,ˈkaɾˠwət̪ˠ,60
carbán,Connacht,ˈkarˠbˠɑːnˠ,ˈkʊɾˠbˠɑːnˠ,82
carbón,Connacht,ˈkaɾˠ(ə)bˠoːnˠ,ˈkaɾˠbˠəːnˠ,64
carbónach,Connacht,ˈkaɾˠ(ə)bˠoːn̪ˠəx,ˈkaɾˠbˠəːnˠəx,69
carcair,,ˈkaɾˠkəɾʲ,ˈkaɾˠkɪɾʲ,89
carda,,"ˈkaːɾˠd̪ˠə, ˈkɑːɾˠd̪ˠə",ˈkaɾˠd̪ˠə,89
cardáil,Connacht,ˈkɑːɾˠd̪ˠɑːlʲ,ˈkʊɾˠd̪ˠɑːlʲ,83
carn,Munster; Connacht,kɑːɾˠn̪ˠ,ˈkaɾˠənˠ,62
carr,,,ˈkɑːɾˠ,0
carr,Munster; Connacht,kɑːɾˠ,ˈkɑːɾˠ,100
carr,Ulster; Munster; Connacht,kaːɾˠ,ˈkɑːɾˠ,80
carr patróil,Connacht,ˌkɑːɾˠ ˈpat̪ˠɾˠoːl̠ʲ,ˈkɑːɾˠ ˈpˠat̪ˠɾˠoːlʲ,90
carraig,Munster; Connacht,"ˈkaɾˠɪɟ, ˈkɑɾˠɪɟ",ˈkaɾˠɪɟ,100
carraig,Cois-Fharraige; Munster; Connacht,ˈkaːɾˠɪɟ,ˈkaɾˠɪɟ,86
carraige,Munster; Connacht,"ˈkaɾˠəɟə, ˈkɑɾˠəɟə",ˈkaɾˠɪɟɪ,75
carraige,Cois-Fharraige; Munster; Connacht,ˈkaːɾˠiɟə,ˈkaɾˠɪɟɪ,75
carraigeach,Connacht,"ˈkaɾʲəɟəx, ˈkɑɾʲəɟəx",ˈkaɾˠɪɟɪx,67
carraigreacha,,ˈkaɾˠɪɟɾʲəxiː,ˈkaɾˠɪɟɾʲɪxə,83
carraigín,Connacht,ˈkaɾˠɪɟiːnʲ,ˈkaɾˠɪɟiːnʲ,100
carria,Connacht,ˈkaɾˠiː,ˈkaɾʲɪ,67
carráiste,Connacht,ˈkɞɾˠɑːʃtʲə,ˈkaɾˠɑːʃtʲɪ,82
carráistí,Connacht,ˈkɞɾˠɑːʃtʲiː,ˈkaɾˠɑːʃtʲiː,92
cart,,kɑɾˠt̪ˠ,ˈcɑːɾˠt̪ˠ,86
casacht,,"ˈkasˠəxt̪ˠ, ˈkɑsˠəxt̪ˠ",ˈkasˠəxt̪ˠ,100
casachtach,Connacht,ˈkɑsˠəxt̪ˠəx,ˈkasˠəxt̪ˠəx,92
casaim,Munster; Connacht,ˈkɑsˠəmʲ,ˈkasˠɪmʲ,75
casair,,ˈkasˠəɾʲ,ˈkasˠɪɾʲ,88
casaoid,Ulster; Connacht,ˈkasˠiːdʲ,ˈkasˠiːdʲ,100
casfaidh,Connacht,"ˈkasˠiː, ˈkasˠə",ˈkasˠə,100
casfar,,ˈkɑsˠfˠəɾˠ,ˈkasˠfˠəɾˠ,90
castáil,,ˈkasˠt̪ˠɑːlʲ,ˈkʊsˠt̪ˠɑːlʲ,92
castóir,,"kˠasˠ.ˈtˠoːɾʲ, ˈkˠasˠ.tˠoɾʲ",ˈkasˠt̪ˠoːɾʲ,83
casóg,Connacht,ˈkasˠoːɡ,ˈkasˠoːɡ,100
casúr,Ulster; Connacht,"ˈkasˠuːɾˠ, ˈkɑsˠuːɾˠ",ˈkasˠuːɾˠ,100
catach,Connacht,ˈkat̪ˠəx,ˈkat̪ˠəx,100
catachas,,ˈkɑt̪ˠəxəsˠ,ˈkat̪ˠəxəsˠ,91
cath,,"ka(h), kɑ(h), ˈkahə, ˈkæhə, ˈkɑhə",ˈkaç,75
catha,,"ˈkahə, ˈkæhə, ˈkɑhə",ˈkaçə,80
cathach,,"kɑːx, ˈkahəx, ˈkɑhəx",ˈkaçəx,83
cathain,,ˈkahənʲ,ˈkaçɪnʲ,71
cathair,,"ˈkahəɾʲ, ˈkɑhəɾʲ",ˈkaçɪɾʲ,71
cathaoireach,Connacht,ˈkahiːɾʲəx,ˈkaçiːɾʲəx,90
cathaoireacha,Connacht,ˈkahiːɾʲəxə,ˈkaçiːɾʲɪxə,82
cathú,Connacht,ˈkɑhu(ː),ˈkaçuː,50
cathú,Cois-Fharraige; Connacht,ˈkaːuː,ˈkaçuː,83
catán,Connacht,ˈkat̪ˠɑːnˠ,ˈkʊt̪ˠɑːnˠ,90
ceachartha,,ˈcaxəɾˠə,ˈcɑxəɾˠçə,75
ceacht,,caxt̪ˠ,ˈkəxt̪ˠ,67
ceachta,,ˈcaxt̪ˠə,ˈkəxt̪ˠə,75
ceachtanna,,ˈcaxt̪ˠən̪ˠə,ˈkəxt̪ˠən̪ˠə,83
ceachtar,,"ˈcaxt̪ˠəɾˠ, ˈcæxt̪ˠəɾˠ, ˈcaht̪ˠəɾˠ",ˈkəxt̪ˠəɾˠ,80
cead,,cad̪ˠ,ˈcɑd̪ˠ,80
ceada,,ˈcad̪ˠə,ˈcɑd̪ˠə,86
cealg,Ulster; Connacht,ˈcalˠəɡ,ˈcɑlˠəɡ,86
cealg,Ulster; Munster; Connacht,ˈcal̪ˠəɡ,ˈcɑlˠəɡ,71
cealgaire,,ˈcalˠəɡəɾʲə,ˈcɑlˠɡɪɾʲɪ,70
cealla,,ˈcal̪ˠə,ˈkal̪ˠə,86
ceallach,Connacht,ˈcal̪ˠəx,ˈkal̪ˠəx,88
ceamara,,ˈcamˠəɾˠə,ˈcɑmˠəɾˠə,89
ceangail,,ˈcaŋ(ɡ)əlʲ,ˈkaŋɪlʲ,43
ceangal,Ulster; Connacht,"ˈcaŋ(ɡ)əlˠ, ˈcaŋ(ɡ)əl̪ˠ",ˈkaŋəlˠ,57
ceanna,,ˈcan̪ˠə,ˈkan̪ˠə,86
ceannach,Connacht,ˈcan̪ˠəx,ˈkan̪ˠəx,88
ceannachán,Munster; Connacht,canəxaːn,ˈkan̪ˠəxɑːnˠ,62
ceannaire,,ˈcan̪ˠəɾʲə,ˈkan̪ˠɪɾʲɪ,70
ceannann,,ˈcan̪ˠən̪ˠ,ˈkan̪ˠən̪ˠ,90
ceannas,,ˈcan̪ˠəsˠ,ˈkan̪ˠəsˠ,89
ceannasach,Munster; Connacht,ˈcan̪ˠəsˠəx,ˈkan̪ˠəsˠəx,91
ceannasaí,Connacht,ˈcan̪ˠəsˠiː,ˈkan̪ˠəsˠiː,91
ceannaím,Connacht,ˈcan̪ˠiːmʲ,ˈkʊn̪ˠɑːmʲ,70
ceantar,,ˈcan̪ˠt̪ˠəɾˠ,ˈcɑnˠt̪ˠəɾˠ,82
ceap,,capˠ,ˈcɑpˠ,75
ceapaire,,ˈcapˠəɾʲə,ˈcɑpˠɪɾʲɪ,67
ceaptar,,ˈcapˠt̪ˠəɾˠ,ˈcɑpˠt̪ˠəɾˠ,91
ceaptha,Connacht,ˈcapˠiː,ˈcɑpˠçə,57
cearc,,caɾˠk,ˈcɑːrk,40
cearc ghoir,,ˈcaɾˠk ˈɣɪɾʲ,ˈcɑːrk ˈɣəiɾʲ,58
cearca,,ˈcaɾˠkə,ˈcæɾˠkə,86
ceard,,"caːɾˠd̪ˠ, cɑːɾˠd̪ˠ",ˈcɑːɾˠd̪ˠ,89
cearnóg,Connacht,ˈcɑːɾˠn̪ˠoːɡ,ˈcæɾˠnˠoːɡ,70
cearnóga,Connacht,ˈcɑːɾˠn̪ˠoːɡə,ˈcæɾˠnˠoːɡə,73
cearnóige,Connacht,ˈcɑːɾˠn̪ˠoːɟə,ˈcæɾˠnˠoːɟɪ,73
cearr,Munster; Connacht,cɑːɾˠ,ˈkɑːɾˠ,80
ceart,,"caɾˠt̪ˠ, cæːɾˠt̪ˠ",ˈcɑːɾˠt̪ˠ,78
cearta,,ˈcaɾˠt̪ˠə,ˈcæɾˠt̪ˠə,89
ceas,,casˠ,ˈcɑsˠ,75
ceatha,,ˈcahə,ˈcæçə,60
ceathair,,ˈcahəɾʲ,ˈcæçɪɾʲ,57
ceathair déag,,"dje ˈcahəɾʲ, ˈcahəɾʲ jeːɡ",ˈcæçɪɾʲ ˈdʲeːɡ,57
ceathrair,,ˈcahɾˠəɾʲ,ˈcæçɾˠɪɾʲ,67
ceil,,cɛlʲ,ˈcɛlʲ,100
ceilg,,ˈcɛlʲɪɟ,ˈcɛlʲɟ,83
ceilim,Munster; Connacht,ˈcelʲəmʲ,ˈcɛlʲɪmʲ,75
ceilp,,cɛlʲpʲ,ˈcɛlʲpʲ,100
ceilpe,,ˈcɛlʲpʲə,ˈcɛlʲpʲɪ,88
ceilt,Ulster; Connacht,cɛl̠ʲtʲ,ˈcɛlʲtʲ,86
ceilte,,ˈcɛlʲtʲə,ˈcɛlʲtʲɪ,88
ceimic,,ˈcɛmʲɪc,ˈcɛmʲɪc,100
ceintiméadar,Connacht,ˈcɛn̠ʲtʲəmʲeːd̪ˠəɾˠ,ˈcɛnʲtʲɪmʲeːdʲɪɾˠ,76
ceirbreach,Munster; Connacht,ˈcɛɾʲəbʲɾʲəx,ˈcɛɾʲbʲɾʲəx,91
ceird,Aran; Connacht,kaiɾʲdʲ,ˈcəiɾʲdʲ,71
ceird,Cois-Fharraige; Connacht,caiɾˠdʲ,ˈcəiɾʲdʲ,71
ceird,Mayo; Connacht,ceɾˠdʲ ~ coɾˠdʲ,ˈcəiɾʲdʲ,53
ceirnín,Connacht,ˈcɛɾˠn̠ʲiːnʲ,ˈcɛɾʲnʲiːnʲ,82
ceirt,,cɛɾˠtʲ,ˈcəiɾʲtʲ,50
ceist,,cɛʃtʲ,ˈcɛʃtʲ,100
ceiste,,ˈcɛʃtʲə,ˈcɛʃtʲɪ,86
ceisteach,Munster; Connacht,ˈcɛʃtʲəx,ˈcɛʃtʲəx,100
ceithre,,ˈcɛɾʲə,ˈcɛhɾʲɪ,83
ceithre,Connacht,ˈçɛɾʲə,ˈcɛhɾʲɪ,67
ceo,Munster; Connacht,coː,ˈcoː,100
ceoch,Munster; Connacht,coːx,ˈcoːx,100
ceoil,Munster; Connacht,coːlʲ,ˈcoːlʲ,100
ceol,,,ˈcoːlˠ,0
ceol,Connacht,coːlˠ,ˈcoːlˠ,100
ceol,Munster; Connacht,coːl̪ˠ,ˈcoːlˠ,83
ceolchoirm,,ˈcoːlˠˌxɞɾʲəmʲ,ˈcoːlˠxɪɾʲmʲ,75
ceolmhar,Connacht,ˈcoːl̪ˠwəɾˠ,ˈcoːlˠwəɾˠ,90
ceoltóir,Connacht,ˈcoːl̪ˠt̪ˠoːɾʲ,ˈcoːlˠt̪ˠoːɾʲ,92
ceonna,,ˈcoːn̪ˠə,ˈcoːn̪ˠə,100
ceárta,Connacht,ˈcɑːɾˠt̪ˠə,ˈcɛɑːɾˠt̪ˠə,90
ceártaí,Connacht,ˈcɑːɾˠt̪ˠiː,ˈcɛɑːɾˠt̪ˠiː,91
ch,,"x, ç",x,100
cha,,ha(ː),ˈxa,0
chac,,"xak, xɑk",ˈxak,50
chaill,Connacht,"xal̠ʲ, xɑːl̠ʲ",ˈxal̠ʲ,67
chailleas,,ˈxalʲəsˠ,ˈxal̠ʲəsˠ,88
chailín,Connacht,ˈxalʲiːnʲ,ˈxalʲiːnʲ,100
chairde,Munster; Connacht,ˈxɑːɾˠdʲə,ˈxɛɾʲdʲɪ,62
chais,,xaʃ,ˈxaʃ,100
chaith,Connacht,xa,ˈxaç,100
chama,,ˈxamˠə,ˈxamˠə,100
chan,,"xanʲ, xan̪ˠ",ˈxanˠ,80
channa,,"ˈxan̪ˠə, ˈxɑn̪ˠə",ˈxan̪ˠə,100
chantar,,ˈxan̪ˠt̪ˠəɾˠ,ˈxanˠt̪ˠəɾˠ,91
chaoga,Ulster; Connacht,ˈxiːɡə,ˈxiːɡə,100
chaogad,Ulster; Connacht,ˈxiːɡəd̪ˠ,ˈxiːɡəd̪ˠ,100
chaoi,,xiː,ˈxiː,100
chaoil,,xiːlʲ,ˈxiːlʲ,100
chaoimhe,Ulster; Connacht,ˈxiːvʲə,ˈxiːvʲɪ,86
chaol,Ulster; Connacht,"xiːlˠ, xiːl̪ˠ",ˈxiːlˠ,83
chapaill,,ˈxapˠəl̪ʲ,ˈxapˠəl̠ʲ,89
chapall,,ˈxapˠəl̪ˠ,ˈxapˠəl̪ˠ,100
char,,xaɾˠ,ˈxɑːɾˠ,50
chara,,ˈxɑɾˠə,ˈxaɾˠə,83
charachtair,,ˈxaɾˠəxt̪ˠəɾʲ,ˈxaɾˠəxt̪ˠɪɾʲ,92
charachtar,,ˈxaɾˠəxt̪ˠəɾˠ,ˈxaɾˠəxt̪ˠəɾˠ,100
charad,,ˈxaɾˠəd̪ˠ,ˈxaɾˠəd̪ˠ,100
charaid,,"ˈxaɾˠədʲ, ˈxɑɾˠədʲ",ˈxaɾˠɪdʲ,88
charn,Munster; Connacht,xɑːɾˠn̪ˠ,ˈxaɾˠənˠ,62
charria,Ulster; Connacht,ˈxaɾˠiə,ˈxaɾʲɪ,67
chas,,xɑsˠ,ˈxasˠ,75
chat,,xat̪ˠ,ˈxat̪ˠ,100
chatach,Connacht,ˈxat̪ˠəx,ˈxat̪ˠəx,100
chath,,xah,ˈxaç,67
chead,,çad̪ˠ,ˈçad̪ˠ,100
cheada,,ˈçad̪ˠə,ˈçad̪ˠə,100
cheal,,çalˠ,ˈçalˠ,100
chealg,Ulster; Connacht,ˈçalˠəɡ,ˈçalˠəɡ,100
chealg,Ulster; Munster; Connacht,ˈçal̪ˠəɡ,ˈçalˠəɡ,86
cheana,,"ˈhanˠə, ˈhan̪ˠə",ˈçanˠə,83
cheannach,Connacht,ˈçan̪ˠəx,ˈxan̪ˠəx,88
cheantar,,ˈçan̪ˠt̪ˠəɾˠ,ˈçanˠt̪ˠəɾˠ,91
cheap,,çapˠ,ˈçapˠ,100
cheaptaí,,ˈçapˠt̪ˠiː,ˈçapˠt̪ˠiː,100
chearc,,çaɾˠk,ˈçɑːrk,40
chearnóg,Connacht,ˈçɑːɾˠn̪ˠoːɡ,ˈçaɾˠnˠoːɡ,70
cheart,,çaɾˠt̪ˠ,ˈçɑːɾˠt̪ˠ,71
cheas,,çasˠ,ˈçasˠ,100
cheatha,,ˈçahə,ˈçaçə,80
cheintiméadar,Connacht,ˈçɛn̠ʲtʲəmʲeːd̪ˠəɾˠ,ˈçɛnʲtʲɪmʲeːdʲɪɾˠ,76
cheird,Aran; Connacht,xaiɾʲdʲ,ˈçəiɾʲdʲ,71
cheird,Cois-Fharraige; Connacht,çaiɾˠdʲ,ˈçəiɾʲdʲ,71
cheird,Mayo; Connacht,çeɾˠdʲ ~ çoɾˠdʲ,ˈçəiɾʲdʲ,53
cheist,,çɛʃtʲ,ˈçɛʃtʲ,100
cheithre,,ˈçɛɾʲə,ˈçɛhɾʲɪ,83
cheo,Munster; Connacht,çoː,ˈçoː,100
cheoil,Munster; Connacht,çoːlʲ,ˈçoːlʲ,100
cheárta,Connacht,ˈçɑːɾˠt̪ˠə,ˈçɛɑːɾˠt̪ˠə,90
chiall,,çiəl̪ˠ,ˈçiəl̪ˠ,100
chian,,çiənˠ,ˈçiənˠ,100
chiar,,çiəɾˠ,ˈçiəɾˠ,100
chiardhuibh,,ˈçiəɾˠɣɪvʲ,ˈçiəɾˠɣɪvʲ,100
chic,,çɪc,ˈçɪc,100
chileagram,,ˈçɪlʲəɡɾˠamˠ,ˈçɪlʲɪɡɾˠəmˠ,83
chiliméadar,Connacht,"ˈçɪlʲəmʲed̪ˠəɾˠ, ˈçɪlʲəmʲeːd̪ˠəɾˠ",ˈçɪlʲɪmʲeːdʲɪɾˠ,73
chine,,ˈçɪnʲə,ˈçɪnʲɪ,83
chineál,Connacht,ˈçɪnˠɑːlˠ,ˈçɪnʲɪɑːlˠ,78
chion,Connacht,çɪnˠ,ˈçɪnˠ,100
